seq1	1.000000e+00
seq3	1.000000e+00
seq23	1.000000e+00
seq29	1.000000e+00
seq53	1.000000e+00
seq66	1.000000e+00
seq99	1.000000e+00
seq100	1.000000e+00
seq116	1.000000e+00
seq123	1.000000e+00
seq127	1.000000e+00
seq136	1.000000e+00
seq137	1.000000e+00
seq144	1.000000e+00
seq151	1.000000e+00
seq152	1.000000e+00
seq192	1.000000e+00
seq193	1.000000e+00
seq199	1.000000e+00
seq245	1.000000e+00
seq254	1.302911e-01
seq291	1.000000e+00
seq310	1.000000e+00
seq313	1.000000e+00
seq314	2.987467e-01
seq315	1.000000e+00
seq330	1.000000e+00
seq331	1.640721e-01
seq332	1.000000e+00
seq336	1.000000e+00
seq358	1.000000e+00
seq371	1.000000e+00
seq396	1.000000e+00
seq402	1.000000e+00
seq411	3.311553e-01
seq434	1.000000e+00
seq435	1.000000e+00
seq440	1.000000e+00
seq448	1.000000e+00
seq453	1.000000e+00
seq461	1.000000e+00
seq467	7.832108e-01
seq512	1.000000e+00
seq517	1.000000e+00
seq527	1.000000e+00
seq534	1.000000e+00
seq539	9.682539e-01
seq541	1.000000e+00
seq549	1.000000e+00
seq552	1.000000e+00
seq564	1.000000e+00
seq577	1.000000e+00
seq581	1.000000e+00
seq597	1.000000e+00
seq603	1.000000e+00
seq608	1.000000e+00
seq613	1.000000e+00
seq624	4.246838e-01
seq632	1.000000e+00
seq634	1.000000e+00
seq643	1.000000e+00
seq648	1.000000e+00
seq649	1.000000e+00
seq653	1.000000e+00
seq666	1.000000e+00
seq671	1.000000e+00
seq681	1.000000e+00
seq688	1.000000e+00
seq695	1.000000e+00
seq705	1.000000e+00
seq721	1.000000e+00
seq727	1.000000e+00
seq751	1.000000e+00
seq752	1.000000e+00
seq758	1.000000e+00
seq761	1.000000e+00
seq767	1.000000e+00
seq780	1.000000e+00
seq817	1.000000e+00
seq828	1.000000e+00
seq860	1.000000e+00
seq863	8.762195e-01
seq865	1.000000e+00
seq871	1.000000e+00
seq875	9.872263e-01
seq883	1.000000e+00
seq886	1.000000e+00
seq891	1.000000e+00
seq921	1.000000e+00
seq927	1.000000e+00
seq959	1.000000e+00
seq973	1.000000e+00
seq976	1.000000e+00
seq980	1.000000e+00
seq983	8.892576e-01
seq984	1.000000e+00
seq998	1.000000e+00
seq1045	1.000000e+00
seq1051	1.000000e+00
seq1052	1.000000e+00
seq1056	1.000000e+00
seq1058	1.000000e+00
seq1061	1.000000e+00
seq1066	1.000000e+00
seq1067	1.000000e+00
seq1074	1.000000e+00
seq1092	1.000000e+00
seq1098	1.000000e+00
seq1104	1.000000e+00
seq1117	1.000000e+00
seq1119	1.000000e+00
seq1124	1.000000e+00
seq1133	1.000000e+00
seq1147	4.987300e-01
seq1153	1.000000e+00
seq1194	1.000000e+00
seq1212	1.000000e+00
seq1214	1.000000e+00
seq1216	1.000000e+00
seq1223	7.170680e-01
seq1227	1.000000e+00
seq1259	1.000000e+00
seq1262	1.000000e+00
seq1276	1.000000e+00
seq1279	1.000000e+00
seq1281	1.000000e+00
seq1292	1.000000e+00
seq1304	1.000000e+00
seq1311	1.000000e+00
seq1313	1.000000e+00
seq1320	9.128981e-01
seq1322	1.000000e+00
seq1349	1.000000e+00
seq1350	4.405272e-01
seq1356	1.000000e+00
seq1359	1.000000e+00
seq1360	1.000000e+00
seq1361	1.000000e+00
seq1362	1.000000e+00
seq1363	1.000000e+00
seq1374	1.000000e+00
seq1375	1.000000e+00
seq1378	1.000000e+00
seq1390	1.000000e+00
seq1391	1.000000e+00
seq1396	1.000000e+00
seq1399	1.000000e+00
seq1418	1.000000e+00
seq1421	1.000000e+00
seq1427	1.000000e+00
seq1434	1.000000e+00
seq1459	1.000000e+00
seq1460	6.980116e-01
seq1464	1.000000e+00
seq1472	1.000000e+00
seq1475	1.000000e+00
seq1479	1.000000e+00
seq1480	1.000000e+00
seq1490	1.000000e+00
seq1511	1.000000e+00
seq1525	1.000000e+00
seq1529	1.000000e+00
seq1530	1.847474e-01
seq1556	7.142755e-01
seq1557	1.000000e+00
seq1560	1.000000e+00
seq1562	1.000000e+00
seq1577	1.000000e+00
seq1588	1.000000e+00
seq1598	1.000000e+00
seq1614	1.000000e+00
seq1619	1.000000e+00
seq1630	1.000000e+00
seq1631	1.000000e+00
seq1673	1.000000e+00
seq1689	1.000000e+00
seq1695	9.256408e-01
seq1703	1.000000e+00
seq1710	1.000000e+00
seq1720	1.000000e+00
seq1722	1.000000e+00
seq1727	1.000000e+00
seq1732	1.000000e+00
seq1750	1.000000e+00
seq1770	1.000000e+00
seq1773	8.794486e-01
seq1785	1.000000e+00
seq1799	9.845020e-01
seq1800	1.000000e+00
seq1803	1.000000e+00
